"code_ogr","libelle","code_type_referentiel","code_ref_rubrique","code_tete_rgpmt","libelle_activite_impression","libelle_en_tete_regroupement"
"106300","Caractéristiques des pâtes à papier mécanique","1","10","","",""
"106301","Caractéristiques des pâtes à papier chimique","1","10","","",""
"106302","Caractéristiques des pâtes à papier recyclé","1","10","","",""
"106303","Caractéristiques des pâtes à papier thermo-mécanique","1","10","","",""
"106304","Sélectionner des éléments (mandrins, embouts, ...) et effectuer des opérations de contrôle d''enroulage, de déroulage","2","9","","",""
"106305","Sélectionner des éléments (mandrins, embouts, ...) et effectuer des opérations de découpe de bobines au format","2","9","","",""
"106306","Sélectionner des éléments (mandrins, embouts, ...) et effectuer des opérations de référencement de bobines","2","9","","",""
"106308","Réaliser sur les installations le changement d''habillage (feutres, toiles, câbles d''embarquement, ...)","2","9","","",""
"106309","Surveiller le déroulement des phases de fabrication de la pâte ou suspension fibreuse","2","6","","",""
"106310","Vérifier la circulation des matières et produits (eau, pâte, ...) dans les machines, installations ou zones de stockage","2","6","","",""
"106311","Vérifier la conformité de la pâte (pH, blancheur, consistance, ...) ou de la suspension fibreuse, ajuster les paramètres et les dosages de produits chimiques, adjuvants","2","6","","",""
"106312","Utilisation d''instruments de contrôle et de mesure (bascule, viscosimètre, ...)","1","7","","",""
"106313","Procédés de préparation des pâtes à papier","1","7","","",""
"106314","Organiser ou surveiller la cuisson lors d''une ou plusieurs phases de fabrication","2","9","","",""
"106316","Organiser ou surveiller le lavage / désencrage lors d''une ou plusieurs phases de fabrication","2","9","","",""
"106319","Positionnement et guidage de toile, feutre","1","10","","",""
"106324","Contrôler la conformité d''aspect d''un produit","2","6","","",""
"106324","Contrôler la conformité d''aspect d''un produit","2","9","","",""
"106325","Trier et diriger les pièces défectueuses vers les zones de recyclage ou d''évacuation","2","6","","",""
"106326","Renseigner les supports de suivi de fabrication ou de conditionnement","2","6","","",""
"106328","Transformer des matières (plastique, caoutchouc, ...) sur machine à compression","2","9","","",""
"106329","Transformer des matières (plastique, caoutchouc, ...) sur machine à extrusion (filière plate, profilés et tubes, ...)","2","9","","",""
"106330","Transformer des matières (plastique, caoutchouc, ...) sur machine à extrusion soufflage","2","9","","",""
"106331","Transformer des matières (plastique, caoutchouc, ...) sur machine à injection","2","9","","",""
"106332","Transformer des matières (plastique, caoutchouc, ...) sur machine à injection soufflage","2","9","","",""
"106333","Transformer des matières (plastique, caoutchouc, ...) sur machine de calandrage, enduction","2","9","","",""
"106334","Transformer des matières (plastique, caoutchouc, ...) sur machine de rotomoulage","2","9","","",""
"106335","Réaliser la transformation de matières (plastique, caoutchouc, ...) sur machine de thermoformage","2","9","","",""
"106336","Démoulage de pièce","1","10","","",""
"106337","Réaliser des reprises, des finitions ou des assemblages par alésage","2","9","","",""
"106338","Réaliser des reprises, des finitions ou des assemblages par collage","2","9","","",""
"106339","Réaliser des reprises, des finitions ou des assemblages par découpe","2","9","","",""
"106340","Réaliser des reprises, des finitions ou des assemblages par ébavurage, ponçage","2","9","","",""
"106341","Réaliser des reprises, des finitions ou des assemblages par marquage à chaud","2","9","","",""
"106342","Réaliser des reprises, des finitions ou des assemblages par perçage, vissage","2","9","","",""
"106343","Réaliser des reprises, des finitions ou des assemblages par sérigraphie","2","9","","",""
"106344","Réaliser des reprises, des finitions ou des assemblages par soudage","2","9","","",""
"106345","Réaliser des reprises, des finitions ou des assemblages par tampographie","2","9","","",""
"106347","Caractéristiques des plastiques","1","10","","",""
"106347","Caractéristiques des plastiques","1","7","","",""
"106348","Caractéristiques des caoutchoucs","1","10","","",""
"106348","Caractéristiques des caoutchoucs","1","7","","",""
"106351","Sélectionner les outillages (moules, filières, couteaux, ...) en fonction du produit et en vérifier l''état","2","6","","",""
"106353","Identifier le programme selon la production et afficher les paramètres (température, temps de chauffe, ...) des équipements","2","6","","",""
"106355","Vérifier la conformité des premières pièces produites en vue du lancement de la production et ajuster selon besoin","2","6","","",""
"106358","Bridage et équilibrage d''outillage","1","7","","",""
"106359","Nettoyage, ébavurage de moule","1","7","","",""
"106362","Circuits hydrauliques","1","7","","",""
"106373","Modalités d''essai sur équipements de production","1","10","","",""
"106374","Modalités d''essai sur équipements pilotes","1","10","","",""
"106375","Identifier l''intervention et les modes opératoires à partir des documents techniques","2","6","","",""
"106376","Couper les renforts (tissus) à dimension et préparer la variété et la quantité de résine appropriées à la fabrication de la pièce","2","6","","",""
"106377","Enduire le support (moule, forme, modèle, ...) de cire à démouler et le revêtir d''une protection (gel-coat, tissu d''arrachage, ...)","2","6","","",""
"106378","Disposer les feuilles de renfort par couches au contact sur le support et imprégner les renforts de résine","2","6","","",""
"106379","Positionner les inserts (bois, plastique, métal, nid d''abeille, ...) entre les plis","2","6","","",""
"106380","Chasser les bulles d''air au rouleau selon la géométrie et la technicité des pièces","2","6","","",""
"106381","Déposer la pièce dans le local de séchage, le four, l''étuve et sélectionner ou contrôler les cycles de traitement de solidification","2","6","","",""
"106382","Démouler la pièce, la protéger et l''entreposer avant usinage","2","6","","",""
"106383","Utilisation de pompe à vide","1","7","","",""
"106384","Caractéristiques des fibres, résines, colles","1","10","","",""
"106384","Caractéristiques des fibres, résines, colles","1","7","","",""
"106385","Techniques de positionnement de renforts","1","7","","",""
"106386","Techniques d''imprégnation des matériaux composites","1","7","","",""
"106387","Techniques de projection simultanée","1","7","","",""
"106388","Techniques d''injection basse pression","1","7","","",""
"106389","Techniques d''injection sous vide","1","7","","",""
"106390","Techniques de démoulage","1","7","","",""
"106391","Techniques de détourage","1","10","","",""
"106393","Techniques de rivetage","1","10","","",""
"106394","Vérifier et maintenir l''état de propreté des équipements (machines de remplissage, ensachage, étiquetage, ...) et du matériel","2","6","","",""
"106395","Surveiller le fonctionnement de la machine/ligne de conditionnement et des appareils de contrôle et ajuster en cas d''écarts","2","6","","",""
"106396","Vérifier la conformité du conditionnement des produits (étanchéité, poids, température, ...)","2","6","","",""
"106398","Réaliser le colisage","2","9","","",""
"106400","Réaliser l''embouteillage","2","9","","",""
"106401","Réaliser l''encartonnage","2","9","","",""
"106402","Réaliser l''ensachage","2","9","","",""
"106403","Réaliser le fardelage","2","9","","",""
"106404","Réaliser le filmage","2","9","","",""
"106405","Réaliser la mise sous vide","2","9","","",""
"106406","Réaliser la palettisation","2","9","","",""
"106407","Réaliser le tri, le calibrage","2","9","","",""
"106408","Détecter, localiser les défauts d''aspect (surface, coloris, ...) des produits et les trier","2","6","","",""
"106409","Monter, assembler, fixer les pièces, les éléments et vérifier la conformité fonctionnelle et esthétique de l''assemblage","2","6","","",""
"106410","Transporter les produits ou rebuts vers des zones de stockage, expédition, recyclage, ...","2","6","","",""
"106411","Utilisation d''appareils et outils de contrôle et/ou de mesure (loupe binoculaire, balance, règle...)","1","7","","",""
"106412","Procédures et plan de stockage","1","10","","",""
"106412","Procédures et plan de stockage","1","7","","",""
"106413","Procédures d''évacuation des déchets","1","10","","",""
"106413","Procédures d''évacuation des déchets","1","7","","",""
"106414","Trier par affectation commerciale des produits (premier choix, second choix, ...)","2","9","","",""
"106415","Trier par affectation de traitement des produits (frais/surgelé, usinage, ...)","2","9","","",""
"106416","Trier par calibrage des produits","2","9","","",""
"106417","Réaliser des opérations de transformation par cuisson","2","9","","",""
"106418","Réaliser des opérations de transformation par découpe","2","9","","",""
"106419","Réaliser des opérations de transformation par démoulage","2","9","","",""
"106420","Réaliser des assemblages-montages ou fixations par agrafage","2","9","","",""
"106421","Réaliser des assemblages-montages ou fixations par collage","2","9","","",""
"106422","Réaliser des assemblages-montages ou fixations par emboîtement (emmanchage, ...)","2","9","","",""
"106423","Réaliser des assemblages-montages ou fixations par pose d''inserts, sertissage","2","9","","",""
"106424","Réaliser des assemblages-montages ou fixations par soudage","2","9","","",""
"106425","Réaliser des assemblages-montages ou fixations par vissage","2","9","","",""
"106426","Réaliser des opérations d''application de décors (chromo, ...)","2","9","","",""
"106427","Réaliser des opérations d''ébavurage","2","9","","",""
"106428","Réaliser des opérations de garnissage, glaçage, ...","2","9","","",""
"106429","Réaliser des opérations de marquage à chaud","2","9","","",""
"106430","Réaliser des opérations de perçage","2","9","","",""
"106431","Réaliser des opérations de ponçage","2","9","","",""
"106432","Réaliser le cerclage","2","9","","",""
"106433","Réaliser l''emballage, le sur-emballage (lots, ...)","2","9","","",""
